"","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"GSTZ1",0.150282193026655,0,0,0,0,0,0,0,0,0,0,0,0,11.6015159640855,0,0.987788863196588,0,0,12.6148478765693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394601539104606,0,0,0,0,0,0.127668699830161,0,15.0516656396571,0.134585713005347,0,0,0,0.312898726162283,0,0,0,0,5.10988605277161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101723728714188,26.577470688163,0,0,0,0,0,0,0,0,0,0,0.10183850497094,0.248234007788293,0,0,0
"PCK2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40278929078301,0,0,68.1844380680945,0,0.242624529649876,0,0,0,0,0,0,0,0,0,0,0.239794738772983,0,0,0,0.270620990026629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.4471639897874,0,0,0,0,0,0,0,0,0,0,0,0,18.5932327881237,0,0,0,0,0,0,0,0,0,0
"GSS",27.8384861144912,0,124.14086111517,2.74672781662857,31.8486749928243,79.6252612255992,0,0,27.6283661411709,0.439366250878976,0,1.71948260383287,56.7229995426922,0,0,0.622378935135832,0,0.395053483189919,0.625145070383602,27.2629812198974,0,0.532074689231083,5.33104530555267,51.008700718879,1.3404423640493,0,12.1415291480438,0.528800288607352,86.2186715116706,0,23.5416318367289,54.6641408369394,40.3895964648875,48.0819055043845,0,30.0412310434029,6.14478132381921,30.0497630235872,0,13.9231519125484,15.3667838975327,100.927082812606,95.5506113474979,4.85623661235119,112.574956263513,77.7056006490728,0.852736757060839,77.8312994246421,0,0.485422041645827,0,0,300.38934332215,17.2975282287827,0,0,0,0,0,0.499036404617886,0,0,20.1027035060502,82.6723047105502,3.05389840920922,0,0,0,0,64.689575570666,0,32.9760330649311,0,0,93.5226861320511,0,0,0,0,0,0,0,16.2099429519576,0,0,0,0,0
"IDH3B",23.3250023620907,0,23.1191638071351,7.19798910107534,28.8289682493233,15.8078387772723,0.603373723628957,5.81158119601322,68.4528313181013,68.4254313640022,20.2940494113021,0,7.86489526043186,99.6103358596175,5.5598184227797,0,1.80859588348258,42.5937524096251,12.6378177960602,191.802530319602,28.5704049820921,36.6511783594067,39.9153450614423,32.3162611428647,1.00363468005561,118.883156811737,29.6646336989213,68.4960143216503,0,21.5526339181233,1.259029895659,51.0407421847033,45.6701742366459,41.4968219036493,4.71771568769097,3.40801348499134,0,1.68744578880019,13.3046378903315,50.3862252500728,42.361646965607,5.24167848028882,0,8.72646990473454,82.1088095960917,0,17.2387694861376,54.8469974084327,203.998962959939,4.72487539250589,0,63.4152753918006,32.7206905154368,1.4801424344469,33.6963363386972,8.36889428334653,40.2634035078556,36.5611318595951,59.0153868916636,1.86822744385582,0,0,2.42767358273298,1.84774804962733,0,1.39411903565715,0,0,0,9.92526233394376,212.959060151329,1.51164948087096,0,24.9226668872546,68.630103748734,0,3.76601868633885,162.124116481305,0,25.5553216284343,0,16.8915931875876,122.809318277859,0,12.7060128953374,285.398199428961,2.06276950846853,0
"AHCY",20.9379295373305,32.7001027054455,31.7253290581922,31.1817796255477,20.1777368431874,38.7059496541459,0,114.93319668849,39.422764327448,3.90352203785544,43.5448247340951,16.5496888826533,85.0289297868179,72.7961039691547,31.8867151654075,100.75953743518,107.899650687578,104.709869221644,6.78829844789425,59.9193252197174,75.3366508361894,6.30291249739378,82.6227141824212,19.5820082026992,52.9292290437135,28.7263967964037,1.57705640408592,0.783015527506419,67.9399619961173,43.6532963711483,3.59656622564941,23.4894450676945,58.1790878168846,66.1242372655737,0,33.699424560758,19.7141122440866,25.214328634635,176.18736768664,74.1623563576737,92.3958644824615,156.357559531404,40.4660386450424,16.2991962066731,51.73268140498,31.4057460801261,57.6624361707031,38.9809029997023,10.5474553696116,0,141.3174957575,229.84628153919,249.53212714807,45.1279045587224,57.5206927360126,21.8555570444778,71.5083836619486,208.676304581818,134.002951625804,27.5872040584655,2.53983812290927,6.85745195189141,64.0147723356504,16.7484789667845,152.02628498808,104.218023682054,66.9926337800456,0,188.698058084989,55.7457176332076,41.726054394728,264.960545917596,106.566645814022,44.3596589442406,327.489874095769,10.2721298079233,279.296127730118,65.5283212090714,0,2.27656236969526,65.5322835240864,35.3423610349838,19.256406946019,109.739619487965,88.0836128647874,0,208.867967338846,89.2958608625674
"PRPS2",181.52982779651,0,152.383212043938,55.98873015197,0.331265103071706,100.8898095297,0,80.644931918624,96.9686621620576,81.7517535999158,41.1105344673476,168.357796164478,92.2348605085062,59.1511033855948,51.7478386195631,0.433724551606624,26.5126844518389,70.2029233670092,28.3173943593268,13.6219785760561,57.8217402783812,87.5071872507996,54.6120940666794,13.3681157608144,143.388937396074,85.0549055916498,75.2602422581062,12.5293840681339,41.8129971943528,94.1950060996441,152.729578098048,12.5487582787217,244.704612013652,82.8732759410081,50.6960832496686,56.461565251746,102.160729339664,46.5940206969614,17.8464495559395,50.939653507458,208.33545887423,154.491409547454,52.2012975189038,0,39.9020244879157,50.6199914181927,137.867560159701,31.1077855984319,2.4819791642052,98.101717756545,0,107.356082135842,0,66.4710339413036,3.30134328389892,45.8371673826997,91.2627413665731,99.7607021713621,27.6436992744087,37.2113244217864,14.995911527721,173.835661064716,77.5025548875387,54.6031992305073,13.3772962120587,147.144664328469,8.6617590631947,0,0,7.02080956944799,4.67998168255169,50.6506714380883,66.6774648319102,7.29038998130537,11.9972514180271,36.4058533769114,49.9492465705597,217.071812025623,0,64.6066608914526,49.1398333803185,129.192168642519,180.16823320016,69.488495820806,62.9452769875861,0,0,0
"PGK1",392.416529395871,887.802759206725,364.131164778364,579.835763823154,405.438754887359,419.436573933383,515.428688475913,481.123308567931,501.375088934794,589.953739065276,850.562400007986,667.682557273508,694.224645995018,915.781160929645,626.494406270764,783.115909650718,856.085251052712,485.1621550565,459.75396601561,550.477678922972,886.023173501438,775.814616158892,1573.93289353187,1053.03171552489,253.351033078803,235.255306715174,590.17661949409,1067.03109316499,755.576370831521,736.815987979404,686.573686684062,437.811460810885,502.048460850856,296.248225512701,412.116721181963,303.406094493017,390.559901713256,596.221704395495,844.78185261662,737.781991749108,498.323402070229,225.084756420835,516.466940767417,683.953261295473,352.038057422102,456.682491954151,317.803887243671,643.103992486173,294.122399344094,117.161069538214,39.5029710161264,201.019937728039,60.2493864647005,54.9054257593483,306.866412151664,272.218095742776,149.103227675407,181.170563512906,81.3694248935125,58.8064867834334,284.757363397866,117.23013566732,490.606200634359,204.311029736196,824.112190359733,231.971366786832,597.515045218403,0,131.12338960041,115.745604970701,279.306065342581,279.554718524193,570.395213223456,462.460285885387,301.892294592896,188.137985916379,146.840476427362,274.898003824013,131.20211862859,212.660186408195,352.874961317773,619.538325331889,323.564434491298,391.06890513105,56.3472860910614,0,362.396108780289,0
"SMS",58.3890152214855,429.655275854311,152.516581916791,237.68669281538,134.083537918588,29.5215571133491,14.3412995236623,141.272054262935,130.072394271794,89.9195578072038,126.737591292681,39.7805484623778,219.962429170852,77.1341575118063,120.25526889871,65.3486356356787,177.324034589922,56.5954351598403,107.915088936941,64.0803894710867,90.8067011492085,221.573636418797,161.283865105211,162.544416134561,45.3243280095855,81.4518852853368,274.641744344222,79.0497675880369,148.502184534432,45.2880070764516,125.686156639425,124.749762277311,132.021776199854,337.046409017418,103.468281253007,107.734564067072,130.053565197047,53.4774486401246,70.6870483469648,83.1097217230477,84.5276594390546,150.023430649017,28.3407831805387,146.054913328767,94.9896122814177,67.6404730287672,81.9480023535466,191.98016263378,43.3113024583326,91.5703735079515,31.4571453018124,3.4127256169969,27.8342731657533,70.3615857263924,72.5036121130942,68.8556141838158,12.9476667021095,34.5373360635209,37.5889156631985,35.9680488628342,165.251745424733,80.9179330323186,130.118471165781,13.1754701205371,81.5221214236129,165.34935913902,59.280437416722,0,61.8927087418252,273.654186639176,75.5743120452799,12.5753840378566,105.641502272442,1.26937472022981,119.651566688633,31.3678467326193,2.23781712218329,62.9683879317694,329.644113595274,2.05206802490587,5.08737464200145,34.4756124928588,36.9152704284608,45.9619332238176,163.179095867397,0,55.4027420454606,3.31235789322166
"SLC25A15",0,0,0,5.74764383621134,0.497348478101124,0,2.52943987243691,0,0,2.2984810402542,0,0,0,0,0,0,0,0,0,46.2849877445721,0,0,0,0,0,0,0,0,0,0,0,0,0,41.8582531232782,0,75.2445594623679,68.8832901336448,0,29.5280395638984,0.606974641079613,10.2313411469988,71.415372577185,0,0,0,0,8.92193819853529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133.701334068749,0,0,0,0,0.486816334077577,0,0,0,0,0,0,0,0,0,0,0,0,0
"DHODH",0,0,0,0,0,0,0,0,0.139500912173308,0,0,0,0,0,0,0,2.01242550190715,0,0,0,0,0,0,2.05822028990012,0.18612413117344,0,0,0.146850766464865,0,0,0,0,0.457812834676562,1.01928330062424,0,0,0.121888555580124,0.208624637087612,0,0,0,1.13408130583622,0,0,23.1775103143216,0,0.236809716380716,0,0,0,3.63613874316572,0,0,0.137246266046279,0,0,0,5.21558831447104,0,0.970096198198099,0,0,0,0,30.4098866465938,6.4117792515815,0,0,0,0,0,0,0,0,0,0,0,0,0,20.2378204172771,0,0,0,0,0,0,17.4438590787231,0
"SLC7A6",0.671556220499186,0,0.159615325736974,0,0,0,0,1.25111782373079,0,1.00160218868009,0,20.2524141740056,0,0,28.213074376533,0,1.0707254688422,0,0,0,0,0,0,10.6012162558085,0,22.7567207175691,0,0,0.255423747939083,0,0,4.23528860724912,0,6.78671006621359,0,0,1.11174313807332,11.2268813499893,0,0,0.176923842976098,0.147770478155217,0,27.0612953237556,0,0,11.2316713821413,0,0,0,0,0,0,0,1.31992820963265,5.77124019780006,0,0,0,0,0,0,0.164255089269256,3.28171303740315,0,1.32055482086048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.09180401726997,0,6.88954800401301,0,0,0,0,0
"MLYCD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35324680134337,0,0,0,0,2.38587251895849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705948325689204,0,0,0,0,0,0.112679967539054,0,21.1424599250272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299095661401888,0,0,0,0,0,0,0,0,0,0,0
"SLC7A5",0,0.493903947720254,1.02099986654766,0,0,0,0,0,1.62779483776853,0,0,0,0.850966749569171,0,0,0,0,0.480058668930047,0.50643996850465,0.625080421154059,47.4473022067391,0,12.7403556492953,0.706375385924439,0,0,0,0,0.408462676367074,0.337964363817428,0,0,0.333880150558112,4.16280025840612,0,2.58118416488132,17.6007331135582,0,7.83277259149441,0,0.282929003267151,1.65415736937671,7.88405348752605,0,1.96549058844585,2.5088984727214,0,0.231810198807045,4.56834113672922,9.63457893321827,0,0,0,0,1.72699563736436,0,0,0,0,0,0,6.90658859390707,1.44468322351172,9.9961417142115,4.06444778195101,0,1.61106893125671,0,0,0,0,0,0,0,0.376936398609277,0,0.509345098410528,0,3.31256689563217,0,0,0,0,14.9187293033446,0,0,0,31.0614703512732
"ACSBG1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145347790198186,0,0,0,0.120129874377319,0,0,0,0.101815042716023,0,0.263918623848803,0,0,0.117749416729147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138624919701862,0.113363446420812,0,0,0.107429829958593,0,0.1106331078614,0,0,0,0,4.07900108610513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293662514211173,0,0,0,0,0,0,0,0,0,0,0
"FAH",0.541105259926499,1.32724011436081,0,3.73722983403661,0,4.59620242290902,0,8.83275366876853,1.5036590605502,1.91298186988961,0,3.74327686769562,0.38112579420508,0,0,7.62134420216595,0,0.537514366905723,3.74255049640383,10.2184379480603,0,0,5.80278582883887,0,0,3.22901428286766,0,0,0,0,0,0,2.69165167390329,8.19008491203272,0,0,0,8.17721145849279,0,0,0,7.93772043212363,0,0,1.05635031484361,13.0243583914942,0,0,0,0,0,0.17394608836456,0,0,0,0,0,0,0,0.135798947993144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.342183561087067,0,0,0,0,0,0,5.62241403162657,0,0,0,0
"IL4I1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71664361036196,0,0,0,0,0,0,0.355251844595912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GPI",349.523197510688,270.484953970858,131.457234381425,302.140964151295,641.806432889987,215.922775221732,242.051924532822,336.225008512699,314.270294315983,648.637958449469,255.590991049279,542.949276795045,857.907470467764,1313.44774797321,760.121570833626,702.866629233378,910.878565102787,466.475094894684,273.877893997028,309.989788248473,511.095761512668,313.573009465516,482.064920261919,549.459873164879,295.605053652461,296.416211156911,615.588459844397,868.786491547876,258.222196534809,293.290997626402,97.0666636783218,258.686619918344,614.961838128466,291.406786651746,585.752091883107,161.679720339093,306.995910727814,307.413165031796,587.244551816898,411.399444848534,499.164138747028,220.88475492691,468.033478161487,540.845765364331,276.962688662501,459.171323492913,246.059849033476,368.537639142369,293.734825190658,225.975573863424,221.682194576425,168.336661085978,115.855148778283,108.414910403704,118.410328805278,268.228586596656,230.860599173774,283.994736545432,96.4936981456612,175.156082258578,241.549977898177,105.365592123404,126.797934735155,127.011994665055,54.5696177145142,144.530609278725,100.883865230166,0,84.6609659523825,78.5147505912467,51.7448798441394,112.662696829813,281.911042616317,1135.61672732201,120.127379870218,178.457986678993,52.2517527343851,229.130596458684,21.0449061700231,191.074737883597,31.0870302970413,195.104204149915,121.293736644945,448.22227462769,102.997008238974,19.7084109779031,91.1189945860218,16.4890862638866
"SLC1A5",17.9697722279372,2.11006083307257,4.36192469997177,7.52588583490713,0.27419842565179,22.9651488708886,0,59.4258437139645,0,61.3324694099139,0,1.98370081906769,78.7693336542232,114.93730253485,14.1349873473017,33.7466859103003,0.696678516341505,8.20364364011912,44.7147582035964,30.2653734528165,0.511880772697663,7.6729258155923,108.858921169099,4.5266747983048,40.9800425739033,29.6603503840162,0.368610902611678,43.9240691108282,70.964873566067,43.7969155085673,2.58657842509535,0,10.4603087985478,5.29296197750629,7.92996366057146,19.4291544292313,2.78496327277023,0,18.691179461177,19.4089796243903,3.22328480312757,49.4683406577258,17.6917253948141,21.8495668660637,15.6743745246648,19.1634473406832,1.96753907211396,57.7699261207682,77.3828265747506,76.1617276770024,0,0.184360927688908,0,0,111.491078901958,75.8816972637971,0,16.1298173305217,53.4893362583505,58.1476260127451,0.269838744150625,35.6990881024935,46.0093688286731,5.33820067908916,38.2515047530449,2.79250578264794,10.6110187918699,0,63.8988349555458,0,28.0278388902398,0,1.44479085880223,0,0,0.489987915232051,3.62671442370642,30.004329275827,14.1519777188848,22.6146272132483,0,0,0,0.259089137646657,0.315768259907167,0,5.08535829842854,0
"BCAT2",13.4305344198932,0.171577292036943,0,0,0.40133061905195,0,0.340184570295527,2.68084899809304,15.2679504825182,7.2334758254747,0,1.08879164218101,0.591234677019652,0,0,0,0,0,0,0,0,0,0,0,0.282926666341176,3.33941399515255,0,0,0,11.9753548901089,0,0,0.695919751547658,1.08458638404003,0,0,0.185282383740399,0,11.9136851919353,0,0,0,0.248985575932692,0.410001615152163,0,0.237699883255057,0.359973654089816,0,0.250578319601652,0,0,0,0,0,0.599941013199641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893636416609274,0,0,0,0,0,6.25706242457189,0,0,0,0
"GCDH",0,0,0,16.5932643197006,0,0,0,0,0,0,0,7.99043898589644,0,0.559483734369969,0,0,0,0,0,0.239039861248873,0,0,0,0,6.22903825846894,0.262578611493671,0,0,0,0,0,0,0,0,0,0,0,4.53834247405313,0,0,0,2.16882473547734,0,0,0,0,0,0,0,0,0,0,0,0,0.22014276540119,0,0,0,0,2.31902313751349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19736940686088,0,0,0,0,0,0,0.255347919496956,0,0,0,0,0
"OGDH",0.244518646888091,0.149940769797352,0.6974056190166,18.9990794034073,0.175360682201874,15.7997766494616,0.297286055384939,5.98711508277468,13.7132341983125,6.96964744148635,27.2521946957018,36.4738234093261,11.3669122184934,20.4309284772155,7.12233015687453,10.3319681573701,3.34164992771098,21.2776867610153,3.68991577820279,12.9039314580658,0.818419738305476,1.9628551875281,0.58999630003487,21.7123998482988,4.69772305665569,3.96055232353525,0,0,0.930016986258045,0,0,0.711738593351683,38.9223509103599,3.92666664078677,1.05656745509533,4.02995959277057,4.53369278479098,5.81990659864696,0.578407002333988,5.35034748398872,9.79173293264875,35.7260799324638,0.217587586798762,1.79149458137025,6.44424380649366,19.1107056234828,0.943738990635854,8.65595299940816,8.32122022793863,1.61167571523791,8.85549835751598,16.8605676356047,0.339404030924846,4.37565331580636,2.27190714205205,0.317185170904334,0,16.4742515654365,0,2.02507248875842,0,0.232969097022031,0,0,37.0168996647938,9.89123442020333,0,0,0,0,0,1.15857664840138,0,0,16.6497726973031,0.156683275772859,0,0.111563657933151,0,0,5.15572708440838,0,10.9463389121167,41.2587268048036,1.41362358811416,43.4778344359678,12.3993431486588,0
"HIBADH",19.742538704404,15.1328512608649,81.3349678450182,1.70443742904438,0,0,0,0,51.9525297649301,0,73.4330670117384,3.55665687103613,8.11159724119386,1.49420451486495,6.75818307378521,0,0,2.94172843401602,4.13785217486796,4.25600028465492,0.367108638533924,2.20113549871318,51.6062626793307,56.9927561968803,1.10905304507221,2.80505846871586,0,3.93766138283684,0,17.6034623809725,19.0140794128889,0,49.7852242578871,1.21471540656399,0,105.447428862349,1.81573545667249,1.24312622753626,47.1332404298247,17.7595606455188,0,0,6.34404100468366,0,0.802949017836897,1.39765075565253,7.76089561678014,0,23.0828692164775,14.4585974625734,0,0,0,0.408902887346663,12.1505918246573,39.4815661183137,0,0,0,0.41289193701058,0,0,0,0,1.44384545661402,3.08110509214972,0,0,72.4701540153959,0,0.326843824681005,1.29922176887025,0,45.2450395329438,0,7.73096731342452,0,0,0,0,98.8128901623354,0,0,0,6.79384314686191,0,95.2804158073087,0
"MINPP1",0,0,0,0,0,0,0,12.141152674056,0,0,0,0,6.69402723260232,0,7.09817003876434,0,0,0,2.390309334106,0,0,4.40796358923337,0,0,0,0.360087910191586,45.2027452097926,0.336987451824712,0,4.78540058250108,0,0,0,0,0,0,1.67823082195631,0,0,0,0,0,0,4.95155796760689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192721040395132,0,0,0,0,0,0,0,0,0,0
"ENO3",0,0,0,0,0,0,0,0,0,14.5596885205068,0,0.385000648248692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381863943865548,0,0.265816190388239,0,0,0,0,0,0.21214130421699,0,0,0,0,0,0,0.282797995220126,0,0,0,0,0,0,0,0,0,0,0,0,0.208360113164145,0,0.563104028881164,0,0,0,0.284475748853762,0,0,0,0,0,0,0
"SLC25A11",3.34117461671363,0,12.7060736483254,7.91189338862513,27.0426014190593,0,5.80314855210016,0,0,0,0,0,19.1629592375193,3.46800258576874,0,0,1.73947756946414,0,0,0,8.94650216740374,44.8294356186402,0,5.96508738460264,25.0972595789702,0.813806771927931,0,0,9.07716091870441,0,0,14.3565505448021,0,58.6770347936952,0,12.4555295394142,0,0,49.3029303313313,0,0.502996673099525,0.84022659291254,0,6.29473067968909,61.4994567337166,7.70427268667862,0,0,0,2.7964965576419,0,0.460315182509886,0,0.355894120384525,0,0,0,0,0,0,0,0,0,0,0,1.34084060117344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05839846096007,0,0
"HSD17B1",0.225157679442728,0,0,0,0,0,0,0,0,0,0,5.25691235084852,0.237883658931644,0,0,0,0,0,0,0,0.30144693082867,0,0.181093479626586,0,1.82137166751697,2.87917586727949,0,0,1.37020530177573,0,0,0,0,0,0,0,3.13103650699377,0,0,0,0,2.57629392844524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.48899139679805,0,0,0,6.4803014905834,0.144277106181795,0,2.67098146052044,0,0,0,0,0,0,0,0,0,0
"ALDOC",0,0,0,0.450752293678289,43.6844540976937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.6587112514766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31096669320332,1.41097570048803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AADAT",0,0,0,0,0,0.388927226158605,0,0,1.61939921695985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2277240650393,3.61392121453276,0,0,0,0,0,0,0,0,0,0,0,0,0.626211792615833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12131139476113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CPT1A",3.10480950564985,0,1.29141319753924,4.22176040117145,10.019999864062,0.176601989516954,0,3.09873203562264,0.147065622719187,7.20333104563686,7.77964321174566,9.06126735143973,14.556305818538,13.3942025229946,2.39135708764707,0,10.2541739035867,8.32735433629151,0.183020384657621,4.66850492762916,6.49499898944636,0.311545332125557,0,9.95569665211326,4.12055862130676,4.4665161771091,11.4121710857013,14.862147578297,3.83793148388468,9.03803709575121,3.77427692661096,6.77804978771473,13.5138817374412,9.67100342918254,4.52787033993178,1.86560835679541,4.62593525576867,1.09968858589746,0,0.50952585635792,2.04493239985169,6.49028648182602,1.55410235262665,17.9138542709263,0,2.14306449200055,35.9497710248613,13.4036788221103,0,18.6169889550144,1.40554901577024,6.7370790550312,0.673379665315479,3.61721784960509,0,3.39820548294841,0,0.366560921294279,0.904932563659934,0.146100223865282,10.8193622155797,0.739539372724923,0,0,4.59809245414002,1.63535577967947,3.20219889059194,0,13.5758569060515,0,0,10.0482668234163,3.37313000015742,2.50587911259381,0,3.85467111501516,0,0,0,0.405099795929628,0.185981708161515,0.143583296508286,0.160871134050177,1.97247145461994,0.801325089117046,0,2.25839483915741,0
"ALDH2",0,0,0,0,0,0,0,0,0,0,0.105089213343848,0,0,0,0,0,0,0,0,0,0,0,0,0.0862075927523525,0,0,0,0,0,0,0,0,0.488969541480939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.121995093708677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209950244143581,0,0
"SLC38A1",20.6069524060396,59.5936333232322,1.93495531373685,57.8525603869918,0,70.7327558043182,7.73270268874455,3.65628721567177,39.8148418204247,72.2619947678791,18.7668453600805,10.2296767350544,84.3987944207419,59.7279472295615,31.7790116600543,59.0043817059958,24.9169523483139,31.3118246837137,22.7948553971726,20.3360745303864,34.3160985549342,54.1191415808422,47.8807182043276,1.25502416608018,33.1848825619226,28.6281214382811,3.67911590864337,43.9422215663048,10.740651489224,158.602727678853,118.003891733927,23.3264062402219,24.3610826178062,47.968917341842,62.2200600226146,26.5552138517796,49.2761413384395,10.0920996435183,36.6093418535007,78.8246420658592,23.7266267927075,77.2526058798633,41.6551501165781,10.6244662172645,8.00856459737491,60.4070285341282,23.8929772214035,37.4517556793554,23.6948260152207,2.1426427132297,41.8800403419037,26.2522597636986,0,11.571196374575,12.4553105786128,30.443600559754,21.4901644643926,30.0358518259728,158.087381700841,49.8009929337294,67.4214802124734,0,78.9635799525221,17.0498345244294,0.586080154018984,4.00214477511306,30.0552228510501,0,1.18656016759166,88.327639824067,0,0.0430510258766935,10.7673056785072,44.7164654315604,53.3086488869899,14.2642013665406,2.1719003921739,27.4517892315928,111.588520948176,36.4688242980375,52.057329337225,1.97654629786469,8.64720495189531,2.06878084466579,2.62640999004164,78.449905505153,50.228386039209,0
"GAPDH",2664.12457728577,7605.93743795281,1712.52734031616,3317.88042699761,2685.10735343003,3894.32831552611,2441.49439042685,3832.51510803934,3092.72862454992,2428.85495596775,3072.2826233123,3310.38874733189,4669.04559559027,5968.25867188383,6851.63915592229,4282.04682843201,3888.48554811893,5805.62249895757,3247.87630797865,2862.52968249842,4850.70927077537,3526.95051638065,4837.50389109458,4464.59782021609,2943.63661252317,6221.78372762152,4155.56573847243,3867.32813713515,3648.10129011032,5310.41301800592,2308.93426396498,5917.79402823239,3474.10808863513,3103.15767714975,3299.87530363986,3026.85993066566,6486.67758096061,2757.4881274479,6022.95735414617,3346.90744560709,2725.07753343221,3890.44741415122,3055.21438540689,4420.42904407516,2921.45417780058,5496.91728750655,2547.23310905053,4861.72473889309,2608.99027799748,921.401055667029,1234.78880540627,1182.6279157565,787.161176277819,718.863621228785,1662.19323033872,1405.29203855866,1060.13635982921,1300.78137258944,1860.38698717848,2099.12155456675,688.57814620901,1384.77972279226,2130.86634080921,1088.33537822243,4083.42731791222,2516.49728680703,1596.66909068132,3503.47676275244,1940.37067701309,1442.02388458347,2028.93353200632,1164.74319440486,2871.63083336696,6499.13043609215,1446.87023961542,1686.31255941305,1687.1684756003,2045.37988616394,929.589501796804,1379.25405159,965.799079973653,1958.60958461164,1115.63861636333,1784.19957259336,747.192232652336,7.53031871983618,1222.44481841459,130.565347831304
